instruction,ltl,pattern_type,props
go to c but do not visit h b a or d and then go to h but do not visit b a or d or revisit c and then go to b but do not visit a or d or revisit c or h and then go to a but do not visit d or revisit c h or b and then go to d but do not revisit c h b or a,& & U ! h c & U ! b h & U ! a b & U ! d a F d & U ! c U c U ! c h & U ! h U h U ! h b & U ! b U b U ! b a U ! a U a U ! a d,strictly_ordered_visit,"['c', 'h', 'b', 'a', 'd']"
go to c but do not visit h b d or a and then go to h but do not visit b d or a or revisit c and then go to b but do not visit d or a or revisit c or h and then go to d but do not visit a or revisit c h or b and then go to a but do not revisit c h b or d,& & U ! h c & U ! b h & U ! d b & U ! a d F a & U ! c U c U ! c h & U ! h U h U ! h b & U ! b U b U ! b d U ! d U d U ! d a,strictly_ordered_visit,"['c', 'h', 'b', 'd', 'a']"
go to c but do not visit h d a or b and then go to h but do not visit d a or b or revisit c and then go to d but do not visit a or b or revisit c or h and then go to a but do not visit b or revisit c h or d and then go to b but do not revisit c h d or a,& & U ! h c & U ! d h & U ! a d & U ! b a F b & U ! c U c U ! c h & U ! h U h U ! h d & U ! d U d U ! d a U ! a U a U ! a b,strictly_ordered_visit,"['c', 'h', 'd', 'a', 'b']"
go to c but do not visit h d b or a and then go to h but do not visit d b or a or revisit c and then go to d but do not visit b or a or revisit c or h and then go to b but do not visit a or revisit c h or d and then go to a but do not revisit c h d or b,& & U ! h c & U ! d h & U ! b d & U ! a b F a & U ! c U c U ! c h & U ! h U h U ! h d & U ! d U d U ! d b U ! b U b U ! b a,strictly_ordered_visit,"['c', 'h', 'd', 'b', 'a']"
go to d but do not visit a b c or h and then go to a but do not visit b c or h or revisit d and then go to b but do not visit c or h or revisit d or a and then go to c but do not visit h or revisit d a or b and then go to h but do not revisit d a b or c,& & U ! a d & U ! b a & U ! c b & U ! h c F h & U ! d U d U ! d a & U ! a U a U ! a b & U ! b U b U ! b c U ! c U c U ! c h,strictly_ordered_visit,"['d', 'a', 'b', 'c', 'h']"
go to d but do not visit a b h or c and then go to a but do not visit b h or c or revisit d and then go to b but do not visit h or c or revisit d or a and then go to h but do not visit c or revisit d a or b and then go to c but do not revisit d a b or h,& & U ! a d & U ! b a & U ! h b & U ! c h F c & U ! d U d U ! d a & U ! a U a U ! a b & U ! b U b U ! b h U ! h U h U ! h c,strictly_ordered_visit,"['d', 'a', 'b', 'h', 'c']"
go to d but do not visit a c b or h and then go to a but do not visit c b or h or revisit d and then go to c but do not visit b or h or revisit d or a and then go to b but do not visit h or revisit d a or c and then go to h but do not revisit d a c or b,& & U ! a d & U ! c a & U ! b c & U ! h b F h & U ! d U d U ! d a & U ! a U a U ! a c & U ! c U c U ! c b U ! b U b U ! b h,strictly_ordered_visit,"['d', 'a', 'c', 'b', 'h']"
go to d but do not visit a c h or b and then go to a but do not visit c h or b or revisit d and then go to c but do not visit h or b or revisit d or a and then go to h but do not visit b or revisit d a or c and then go to b but do not revisit d a c or h,& & U ! a d & U ! c a & U ! h c & U ! b h F b & U ! d U d U ! d a & U ! a U a U ! a c & U ! c U c U ! c h U ! h U h U ! h b,strictly_ordered_visit,"['d', 'a', 'c', 'h', 'b']"
go to d but do not visit a h b or c and then go to a but do not visit h b or c or revisit d and then go to h but do not visit b or c or revisit d or a and then go to b but do not visit c or revisit d a or h and then go to c but do not revisit d a h or b,& & U ! a d & U ! h a & U ! b h & U ! c b F c & U ! d U d U ! d a & U ! a U a U ! a h & U ! h U h U ! h b U ! b U b U ! b c,strictly_ordered_visit,"['d', 'a', 'h', 'b', 'c']"
go to d but do not visit a h c or b and then go to a but do not visit h c or b or revisit d and then go to h but do not visit c or b or revisit d or a and then go to c but do not visit b or revisit d a or h and then go to b but do not revisit d a h or c,& & U ! a d & U ! h a & U ! c h & U ! b c F b & U ! d U d U ! d a & U ! a U a U ! a h & U ! h U h U ! h c U ! c U c U ! c b,strictly_ordered_visit,"['d', 'a', 'h', 'c', 'b']"
go to d but do not visit b a c or h and then go to b but do not visit a c or h or revisit d and then go to a but do not visit c or h or revisit d or b and then go to c but do not visit h or revisit d b or a and then go to h but do not revisit d b a or c,& & U ! b d & U ! a b & U ! c a & U ! h c F h & U ! d U d U ! d b & U ! b U b U ! b a & U ! a U a U ! a c U ! c U c U ! c h,strictly_ordered_visit,"['d', 'b', 'a', 'c', 'h']"
go to d but do not visit b a h or c and then go to b but do not visit a h or c or revisit d and then go to a but do not visit h or c or revisit d or b and then go to h but do not visit c or revisit d b or a and then go to c but do not revisit d b a or h,& & U ! b d & U ! a b & U ! h a & U ! c h F c & U ! d U d U ! d b & U ! b U b U ! b a & U ! a U a U ! a h U ! h U h U ! h c,strictly_ordered_visit,"['d', 'b', 'a', 'h', 'c']"
go to d but do not visit b c a or h and then go to b but do not visit c a or h or revisit d and then go to c but do not visit a or h or revisit d or b and then go to a but do not visit h or revisit d b or c and then go to h but do not revisit d b c or a,& & U ! b d & U ! c b & U ! a c & U ! h a F h & U ! d U d U ! d b & U ! b U b U ! b c & U ! c U c U ! c a U ! a U a U ! a h,strictly_ordered_visit,"['d', 'b', 'c', 'a', 'h']"
go to d but do not visit b c h or a and then go to b but do not visit c h or a or revisit d and then go to c but do not visit h or a or revisit d or b and then go to h but do not visit a or revisit d b or c and then go to a but do not revisit d b c or h,& & U ! b d & U ! c b & U ! h c & U ! a h F a & U ! d U d U ! d b & U ! b U b U ! b c & U ! c U c U ! c h U ! h U h U ! h a,strictly_ordered_visit,"['d', 'b', 'c', 'h', 'a']"
go to d but do not visit b h a or c and then go to b but do not visit h a or c or revisit d and then go to h but do not visit a or c or revisit d or b and then go to a but do not visit c or revisit d b or h and then go to c but do not revisit d b h or a,& & U ! b d & U ! h b & U ! a h & U ! c a F c & U ! d U d U ! d b & U ! b U b U ! b h & U ! h U h U ! h a U ! a U a U ! a c,strictly_ordered_visit,"['d', 'b', 'h', 'a', 'c']"
go to d but do not visit b h c or a and then go to b but do not visit h c or a or revisit d and then go to h but do not visit c or a or revisit d or b and then go to c but do not visit a or revisit d b or h and then go to a but do not revisit d b h or c,& & U ! b d & U ! h b & U ! c h & U ! a c F a & U ! d U d U ! d b & U ! b U b U ! b h & U ! h U h U ! h c U ! c U c U ! c a,strictly_ordered_visit,"['d', 'b', 'h', 'c', 'a']"
go to d but do not visit c a b or h and then go to c but do not visit a b or h or revisit d and then go to a but do not visit b or h or revisit d or c and then go to b but do not visit h or revisit d c or a and then go to h but do not revisit d c a or b,& & U ! c d & U ! a c & U ! b a & U ! h b F h & U ! d U d U ! d c & U ! c U c U ! c a & U ! a U a U ! a b U ! b U b U ! b h,strictly_ordered_visit,"['d', 'c', 'a', 'b', 'h']"
go to d but do not visit c a h or b and then go to c but do not visit a h or b or revisit d and then go to a but do not visit h or b or revisit d or c and then go to h but do not visit b or revisit d c or a and then go to b but do not revisit d c a or h,& & U ! c d & U ! a c & U ! h a & U ! b h F b & U ! d U d U ! d c & U ! c U c U ! c a & U ! a U a U ! a h U ! h U h U ! h b,strictly_ordered_visit,"['d', 'c', 'a', 'h', 'b']"
go to d but do not visit c b a or h and then go to c but do not visit b a or h or revisit d and then go to b but do not visit a or h or revisit d or c and then go to a but do not visit h or revisit d c or b and then go to h but do not revisit d c b or a,& & U ! c d & U ! b c & U ! a b & U ! h a F h & U ! d U d U ! d c & U ! c U c U ! c b & U ! b U b U ! b a U ! a U a U ! a h,strictly_ordered_visit,"['d', 'c', 'b', 'a', 'h']"
go to d but do not visit c b h or a and then go to c but do not visit b h or a or revisit d and then go to b but do not visit h or a or revisit d or c and then go to h but do not visit a or revisit d c or b and then go to a but do not revisit d c b or h,& & U ! c d & U ! b c & U ! h b & U ! a h F a & U ! d U d U ! d c & U ! c U c U ! c b & U ! b U b U ! b h U ! h U h U ! h a,strictly_ordered_visit,"['d', 'c', 'b', 'h', 'a']"
go to d but do not visit c h a or b and then go to c but do not visit h a or b or revisit d and then go to h but do not visit a or b or revisit d or c and then go to a but do not visit b or revisit d c or h and then go to b but do not revisit d c h or a,& & U ! c d & U ! h c & U ! a h & U ! b a F b & U ! d U d U ! d c & U ! c U c U ! c h & U ! h U h U ! h a U ! a U a U ! a b,strictly_ordered_visit,"['d', 'c', 'h', 'a', 'b']"
go to d but do not visit c h b or a and then go to c but do not visit h b or a or revisit d and then go to h but do not visit b or a or revisit d or c and then go to b but do not visit a or revisit d c or h and then go to a but do not revisit d c h or b,& & U ! c d & U ! h c & U ! b h & U ! a b F a & U ! d U d U ! d c & U ! c U c U ! c h & U ! h U h U ! h b U ! b U b U ! b a,strictly_ordered_visit,"['d', 'c', 'h', 'b', 'a']"
go to d but do not visit h a b or c and then go to h but do not visit a b or c or revisit d and then go to a but do not visit b or c or revisit d or h and then go to b but do not visit c or revisit d h or a and then go to c but do not revisit d h a or b,& & U ! h d & U ! a h & U ! b a & U ! c b F c & U ! d U d U ! d h & U ! h U h U ! h a & U ! a U a U ! a b U ! b U b U ! b c,strictly_ordered_visit,"['d', 'h', 'a', 'b', 'c']"
go to d but do not visit h a c or b and then go to h but do not visit a c or b or revisit d and then go to a but do not visit c or b or revisit d or h and then go to c but do not visit b or revisit d h or a and then go to b but do not revisit d h a or c,& & U ! h d & U ! a h & U ! c a & U ! b c F b & U ! d U d U ! d h & U ! h U h U ! h a & U ! a U a U ! a c U ! c U c U ! c b,strictly_ordered_visit,"['d', 'h', 'a', 'c', 'b']"
go to d but do not visit h b a or c and then go to h but do not visit b a or c or revisit d and then go to b but do not visit a or c or revisit d or h and then go to a but do not visit c or revisit d h or b and then go to c but do not revisit d h b or a,& & U ! h d & U ! b h & U ! a b & U ! c a F c & U ! d U d U ! d h & U ! h U h U ! h b & U ! b U b U ! b a U ! a U a U ! a c,strictly_ordered_visit,"['d', 'h', 'b', 'a', 'c']"
go to d but do not visit h b c or a and then go to h but do not visit b c or a or revisit d and then go to b but do not visit c or a or revisit d or h and then go to c but do not visit a or revisit d h or b and then go to a but do not revisit d h b or c,& & U ! h d & U ! b h & U ! c b & U ! a c F a & U ! d U d U ! d h & U ! h U h U ! h b & U ! b U b U ! b c U ! c U c U ! c a,strictly_ordered_visit,"['d', 'h', 'b', 'c', 'a']"
go to d but do not visit h c a or b and then go to h but do not visit c a or b or revisit d and then go to c but do not visit a or b or revisit d or h and then go to a but do not visit b or revisit d h or c and then go to b but do not revisit d h c or a,& & U ! h d & U ! c h & U ! a c & U ! b a F b & U ! d U d U ! d h & U ! h U h U ! h c & U ! c U c U ! c a U ! a U a U ! a b,strictly_ordered_visit,"['d', 'h', 'c', 'a', 'b']"
go to d but do not visit h c b or a and then go to h but do not visit c b or a or revisit d and then go to c but do not visit b or a or revisit d or h and then go to b but do not visit a or revisit d h or c and then go to a but do not revisit d h c or b,& & U ! h d & U ! c h & U ! b c & U ! a b F a & U ! d U d U ! d h & U ! h U h U ! h c & U ! c U c U ! c b U ! b U b U ! b a,strictly_ordered_visit,"['d', 'h', 'c', 'b', 'a']"
go to h but do not visit a b c or d and then go to a but do not visit b c or d or revisit h and then go to b but do not visit c or d or revisit h or a and then go to c but do not visit d or revisit h a or b and then go to d but do not revisit h a b or c,& & U ! a h & U ! b a & U ! c b & U ! d c F d & U ! h U h U ! h a & U ! a U a U ! a b & U ! b U b U ! b c U ! c U c U ! c d,strictly_ordered_visit,"['h', 'a', 'b', 'c', 'd']"
go to h but do not visit a b d or c and then go to a but do not visit b d or c or revisit h and then go to b but do not visit d or c or revisit h or a and then go to d but do not visit c or revisit h a or b and then go to c but do not revisit h a b or d,& & U ! a h & U ! b a & U ! d b & U ! c d F c & U ! h U h U ! h a & U ! a U a U ! a b & U ! b U b U ! b d U ! d U d U ! d c,strictly_ordered_visit,"['h', 'a', 'b', 'd', 'c']"
go to h but do not visit a c b or d and then go to a but do not visit c b or d or revisit h and then go to c but do not visit b or d or revisit h or a and then go to b but do not visit d or revisit h a or c and then go to d but do not revisit h a c or b,& & U ! a h & U ! c a & U ! b c & U ! d b F d & U ! h U h U ! h a & U ! a U a U ! a c & U ! c U c U ! c b U ! b U b U ! b d,strictly_ordered_visit,"['h', 'a', 'c', 'b', 'd']"
go to h but do not visit a c d or b and then go to a but do not visit c d or b or revisit h and then go to c but do not visit d or b or revisit h or a and then go to d but do not visit b or revisit h a or c and then go to b but do not revisit h a c or d,& & U ! a h & U ! c a & U ! d c & U ! b d F b & U ! h U h U ! h a & U ! a U a U ! a c & U ! c U c U ! c d U ! d U d U ! d b,strictly_ordered_visit,"['h', 'a', 'c', 'd', 'b']"
go to h but do not visit a d b or c and then go to a but do not visit d b or c or revisit h and then go to d but do not visit b or c or revisit h or a and then go to b but do not visit c or revisit h a or d and then go to c but do not revisit h a d or b,& & U ! a h & U ! d a & U ! b d & U ! c b F c & U ! h U h U ! h a & U ! a U a U ! a d & U ! d U d U ! d b U ! b U b U ! b c,strictly_ordered_visit,"['h', 'a', 'd', 'b', 'c']"
go to h but do not visit a d c or b and then go to a but do not visit d c or b or revisit h and then go to d but do not visit c or b or revisit h or a and then go to c but do not visit b or revisit h a or d and then go to b but do not revisit h a d or c,& & U ! a h & U ! d a & U ! c d & U ! b c F b & U ! h U h U ! h a & U ! a U a U ! a d & U ! d U d U ! d c U ! c U c U ! c b,strictly_ordered_visit,"['h', 'a', 'd', 'c', 'b']"
