instruction,ltl,pattern_type,props
go to a while staying away from d then move to d,& U ! d a F d,ordered_visit,"['a', 'd']"
go to a while staying away from h then move to h,& U ! h a F h,ordered_visit,"['a', 'h']"
go to b while staying away from a then move to a,& U ! a b F a,ordered_visit,"['b', 'a']"
go to b while staying away from c then move to c,& U ! c b F c,ordered_visit,"['b', 'c']"
go to b while staying away from d then move to d,& U ! d b F d,ordered_visit,"['b', 'd']"
go to b while staying away from h then move to h,& U ! h b F h,ordered_visit,"['b', 'h']"
go to c while staying away from a then move to a,& U ! a c F a,ordered_visit,"['c', 'a']"
go to c while staying away from b then move to b,& U ! b c F b,ordered_visit,"['c', 'b']"
go to c while staying away from d then move to d,& U ! d c F d,ordered_visit,"['c', 'd']"
go to c while staying away from h then move to h,& U ! h c F h,ordered_visit,"['c', 'h']"
go to d while staying away from a then move to a,& U ! a d F a,ordered_visit,"['d', 'a']"
go to d while staying away from b then move to b,& U ! b d F b,ordered_visit,"['d', 'b']"
go to d while staying away from c then move to c,& U ! c d F c,ordered_visit,"['d', 'c']"
go to d while staying away from h then move to h,& U ! h d F h,ordered_visit,"['d', 'h']"
go to h while staying away from a then move to a,& U ! a h F a,ordered_visit,"['h', 'a']"
go to h while staying away from b then move to b,& U ! b h F b,ordered_visit,"['h', 'b']"
go to h while staying away from c then move to c,& U ! c h F c,ordered_visit,"['h', 'c']"
go to h while staying away from d then move to d,& U ! d h F d,ordered_visit,"['h', 'd']"
visit a and b in any order,& F a F b,visit,"['a', 'b']"
visit a and c in any order,& F a F c,visit,"['a', 'c']"
visit a and d in any order,& F a F d,visit,"['a', 'd']"
visit a and h in any order,& F a F h,visit,"['a', 'h']"
visit b and a in any order,& F b F a,visit,"['b', 'a']"
visit b and c in any order,& F b F c,visit,"['b', 'c']"
visit b and d in any order,& F b F d,visit,"['b', 'd']"
visit b and h in any order,& F b F h,visit,"['b', 'h']"
visit c and a in any order,& F c F a,visit,"['c', 'a']"
visit c and b in any order,& F c F b,visit,"['c', 'b']"
visit c and d in any order,& F c F d,visit,"['c', 'd']"
visit c and h in any order,& F c F h,visit,"['c', 'h']"
visit d and a in any order,& F d F a,visit,"['d', 'a']"
visit d and b in any order,& F d F b,visit,"['d', 'b']"
visit d and c in any order,& F d F c,visit,"['d', 'c']"
visit d and h in any order,& F d F h,visit,"['d', 'h']"
visit h and a in any order,& F h F a,visit,"['h', 'a']"
visit h and b in any order,& F h F b,visit,"['h', 'b']"
visit h and c in any order,& F h F c,visit,"['h', 'c']"
visit h and d in any order,& F h F d,visit,"['h', 'd']"
go to a and b in any order,& F a F b,visit,"['a', 'b']"
go to a and c in any order,& F a F c,visit,"['a', 'c']"
go to a and d in any order,& F a F d,visit,"['a', 'd']"
go to a and h in any order,& F a F h,visit,"['a', 'h']"
go to b and a in any order,& F b F a,visit,"['b', 'a']"
go to b and c in any order,& F b F c,visit,"['b', 'c']"
go to b and d in any order,& F b F d,visit,"['b', 'd']"
go to b and h in any order,& F b F h,visit,"['b', 'h']"
go to c and a in any order,& F c F a,visit,"['c', 'a']"
go to c and b in any order,& F c F b,visit,"['c', 'b']"
go to c and d in any order,& F c F d,visit,"['c', 'd']"
go to c and h in any order,& F c F h,visit,"['c', 'h']"
go to d and a in any order,& F d F a,visit,"['d', 'a']"
go to d and b in any order,& F d F b,visit,"['d', 'b']"
go to d and c in any order,& F d F c,visit,"['d', 'c']"
go to d and h in any order,& F d F h,visit,"['d', 'h']"
go to h and a in any order,& F h F a,visit,"['h', 'a']"
go to h and b in any order,& F h F b,visit,"['h', 'b']"
go to h and c in any order,& F h F c,visit,"['h', 'c']"
go to h and d in any order,& F h F d,visit,"['h', 'd']"
move to a and b in any order,& F a F b,visit,"['a', 'b']"
move to a and c in any order,& F a F c,visit,"['a', 'c']"
move to a and d in any order,& F a F d,visit,"['a', 'd']"
move to a and h in any order,& F a F h,visit,"['a', 'h']"
move to b and a in any order,& F b F a,visit,"['b', 'a']"
move to b and c in any order,& F b F c,visit,"['b', 'c']"
move to b and d in any order,& F b F d,visit,"['b', 'd']"
move to b and h in any order,& F b F h,visit,"['b', 'h']"
move to c and a in any order,& F c F a,visit,"['c', 'a']"
move to c and b in any order,& F c F b,visit,"['c', 'b']"
move to c and d in any order,& F c F d,visit,"['c', 'd']"
move to c and h in any order,& F c F h,visit,"['c', 'h']"
move to d and a in any order,& F d F a,visit,"['d', 'a']"
move to d and b in any order,& F d F b,visit,"['d', 'b']"
move to d and c in any order,& F d F c,visit,"['d', 'c']"
move to d and h in any order,& F d F h,visit,"['d', 'h']"
move to h and a in any order,& F h F a,visit,"['h', 'a']"
move to h and b in any order,& F h F b,visit,"['h', 'b']"
move to h and c in any order,& F h F c,visit,"['h', 'c']"
move to h and d in any order,& F h F d,visit,"['h', 'd']"
reach a and b in any order,& F a F b,visit,"['a', 'b']"
reach a and c in any order,& F a F c,visit,"['a', 'c']"
reach a and d in any order,& F a F d,visit,"['a', 'd']"
reach a and h in any order,& F a F h,visit,"['a', 'h']"
reach b and a in any order,& F b F a,visit,"['b', 'a']"
reach b and c in any order,& F b F c,visit,"['b', 'c']"
reach b and d in any order,& F b F d,visit,"['b', 'd']"
reach b and h in any order,& F b F h,visit,"['b', 'h']"
reach c and a in any order,& F c F a,visit,"['c', 'a']"
reach c and b in any order,& F c F b,visit,"['c', 'b']"
reach c and d in any order,& F c F d,visit,"['c', 'd']"
reach c and h in any order,& F c F h,visit,"['c', 'h']"
reach d and a in any order,& F d F a,visit,"['d', 'a']"
reach d and b in any order,& F d F b,visit,"['d', 'b']"
reach d and c in any order,& F d F c,visit,"['d', 'c']"
reach d and h in any order,& F d F h,visit,"['d', 'h']"
reach h and a in any order,& F h F a,visit,"['h', 'a']"
reach h and b in any order,& F h F b,visit,"['h', 'b']"
reach h and c in any order,& F h F c,visit,"['h', 'c']"
reach h and d in any order,& F h F d,visit,"['h', 'd']"
go to a then go to b or go to b then go to a,& F a F b,visit,"['a', 'b']"
go to a then go to c or go to c then go to a,& F a F c,visit,"['a', 'c']"
go to a then go to d or go to d then go to a,& F a F d,visit,"['a', 'd']"
go to a then go to h or go to h then go to a,& F a F h,visit,"['a', 'h']"
go to b then go to a or go to a then go to b,& F b F a,visit,"['b', 'a']"
go to b then go to c or go to c then go to b,& F b F c,visit,"['b', 'c']"
go to b then go to d or go to d then go to b,& F b F d,visit,"['b', 'd']"
go to b then go to h or go to h then go to b,& F b F h,visit,"['b', 'h']"
go to c then go to a or go to a then go to c,& F c F a,visit,"['c', 'a']"
go to c then go to b or go to b then go to c,& F c F b,visit,"['c', 'b']"
go to c then go to d or go to d then go to c,& F c F d,visit,"['c', 'd']"
go to c then go to h or go to h then go to c,& F c F h,visit,"['c', 'h']"
go to d then go to a or go to a then go to d,& F d F a,visit,"['d', 'a']"
go to d then go to b or go to b then go to d,& F d F b,visit,"['d', 'b']"
go to d then go to c or go to c then go to d,& F d F c,visit,"['d', 'c']"
go to d then go to h or go to h then go to d,& F d F h,visit,"['d', 'h']"
go to h then go to a or go to a then go to h,& F h F a,visit,"['h', 'a']"
go to h then go to b or go to b then go to h,& F h F b,visit,"['h', 'b']"
go to h then go to c or go to c then go to h,& F h F c,visit,"['h', 'c']"
go to h then go to d or go to d then go to h,& F h F d,visit,"['h', 'd']"
keep visiting a,G F a,patrolling,['a']
keep visiting b,G F b,patrolling,['b']
keep visiting c,G F c,patrolling,['c']
keep visiting d,G F d,patrolling,['d']
keep visiting h,G F h,patrolling,['h']
go to a an infinite number of times,G F a,patrolling,['a']
go to b an infinite number of times,G F b,patrolling,['b']
go to c an infinite number of times,G F c,patrolling,['c']
go to d an infinite number of times,G F d,patrolling,['d']
go to h an infinite number of times,G F h,patrolling,['h']
continue moving to a,G F a,patrolling,['a']
continue moving to b,G F b,patrolling,['b']
continue moving to c,G F c,patrolling,['c']
continue moving to d,G F d,patrolling,['d']
continue moving to h,G F h,patrolling,['h']
do not stop visiting a,G F a,patrolling,['a']
do not stop visiting b,G F b,patrolling,['b']
do not stop visiting c,G F c,patrolling,['c']
do not stop visiting d,G F d,patrolling,['d']
do not stop visiting h,G F h,patrolling,['h']
do not stop going to a,G F a,patrolling,['a']
do not stop going to b,G F b,patrolling,['b']
do not stop going to c,G F c,patrolling,['c']
do not stop going to d,G F d,patrolling,['d']
do not stop going to h,G F h,patrolling,['h']
please visit a infinitely often,G F a,patrolling,['a']
please visit b infinitely often,G F b,patrolling,['b']
please visit c infinitely often,G F c,patrolling,['c']
please visit d infinitely often,G F d,patrolling,['d']
please visit h infinitely often,G F h,patrolling,['h']
you must visit a infinitely often,G F a,patrolling,['a']
you must visit b infinitely often,G F b,patrolling,['b']
you must visit c infinitely often,G F c,patrolling,['c']
you must visit d infinitely often,G F d,patrolling,['d']
you must visit h infinitely often,G F h,patrolling,['h']
head to a b and c in any order,& F a & F b F c,visit,"['a', 'b', 'c']"
head to a b and d in any order,& F a & F b F d,visit,"['a', 'b', 'd']"
head to a b and h in any order,& F a & F b F h,visit,"['a', 'b', 'h']"
head to a c and b in any order,& F a & F c F b,visit,"['a', 'c', 'b']"
head to a c and d in any order,& F a & F c F d,visit,"['a', 'c', 'd']"
head to a c and h in any order,& F a & F c F h,visit,"['a', 'c', 'h']"
head to a d and b in any order,& F a & F d F b,visit,"['a', 'd', 'b']"
head to a d and c in any order,& F a & F d F c,visit,"['a', 'd', 'c']"
head to a d and h in any order,& F a & F d F h,visit,"['a', 'd', 'h']"
head to a h and b in any order,& F a & F h F b,visit,"['a', 'h', 'b']"
head to a h and c in any order,& F a & F h F c,visit,"['a', 'h', 'c']"
head to a h and d in any order,& F a & F h F d,visit,"['a', 'h', 'd']"
head to b a and c in any order,& F b & F a F c,visit,"['b', 'a', 'c']"
head to b a and d in any order,& F b & F a F d,visit,"['b', 'a', 'd']"
head to b a and h in any order,& F b & F a F h,visit,"['b', 'a', 'h']"
head to b c and a in any order,& F b & F c F a,visit,"['b', 'c', 'a']"
head to b c and d in any order,& F b & F c F d,visit,"['b', 'c', 'd']"
head to b c and h in any order,& F b & F c F h,visit,"['b', 'c', 'h']"
head to b d and a in any order,& F b & F d F a,visit,"['b', 'd', 'a']"
head to b d and c in any order,& F b & F d F c,visit,"['b', 'd', 'c']"
head to b d and h in any order,& F b & F d F h,visit,"['b', 'd', 'h']"
head to b h and a in any order,& F b & F h F a,visit,"['b', 'h', 'a']"
head to b h and c in any order,& F b & F h F c,visit,"['b', 'h', 'c']"
head to b h and d in any order,& F b & F h F d,visit,"['b', 'h', 'd']"
head to c a and b in any order,& F c & F a F b,visit,"['c', 'a', 'b']"
head to c a and d in any order,& F c & F a F d,visit,"['c', 'a', 'd']"
head to c a and h in any order,& F c & F a F h,visit,"['c', 'a', 'h']"
head to c b and a in any order,& F c & F b F a,visit,"['c', 'b', 'a']"
head to c b and d in any order,& F c & F b F d,visit,"['c', 'b', 'd']"
head to c b and h in any order,& F c & F b F h,visit,"['c', 'b', 'h']"
head to c d and a in any order,& F c & F d F a,visit,"['c', 'd', 'a']"
head to c d and b in any order,& F c & F d F b,visit,"['c', 'd', 'b']"
head to c d and h in any order,& F c & F d F h,visit,"['c', 'd', 'h']"
head to c h and a in any order,& F c & F h F a,visit,"['c', 'h', 'a']"
head to c h and b in any order,& F c & F h F b,visit,"['c', 'h', 'b']"
head to c h and d in any order,& F c & F h F d,visit,"['c', 'h', 'd']"
head to d a and b in any order,& F d & F a F b,visit,"['d', 'a', 'b']"
head to d a and c in any order,& F d & F a F c,visit,"['d', 'a', 'c']"
head to d a and h in any order,& F d & F a F h,visit,"['d', 'a', 'h']"
head to d b and a in any order,& F d & F b F a,visit,"['d', 'b', 'a']"
head to d b and c in any order,& F d & F b F c,visit,"['d', 'b', 'c']"
head to d b and h in any order,& F d & F b F h,visit,"['d', 'b', 'h']"
head to d c and a in any order,& F d & F c F a,visit,"['d', 'c', 'a']"
head to d c and b in any order,& F d & F c F b,visit,"['d', 'c', 'b']"
head to d c and h in any order,& F d & F c F h,visit,"['d', 'c', 'h']"
head to d h and a in any order,& F d & F h F a,visit,"['d', 'h', 'a']"
head to d h and b in any order,& F d & F h F b,visit,"['d', 'h', 'b']"
head to d h and c in any order,& F d & F h F c,visit,"['d', 'h', 'c']"
head to h a and b in any order,& F h & F a F b,visit,"['h', 'a', 'b']"
head to h a and c in any order,& F h & F a F c,visit,"['h', 'a', 'c']"
head to h a and d in any order,& F h & F a F d,visit,"['h', 'a', 'd']"
head to h b and a in any order,& F h & F b F a,visit,"['h', 'b', 'a']"
head to h b and c in any order,& F h & F b F c,visit,"['h', 'b', 'c']"
head to h b and d in any order,& F h & F b F d,visit,"['h', 'b', 'd']"
head to h c and a in any order,& F h & F c F a,visit,"['h', 'c', 'a']"
head to h c and b in any order,& F h & F c F b,visit,"['h', 'c', 'b']"
head to h c and d in any order,& F h & F c F d,visit,"['h', 'c', 'd']"
head to h d and a in any order,& F h & F d F a,visit,"['h', 'd', 'a']"
head to h d and b in any order,& F h & F d F b,visit,"['h', 'd', 'b']"
head to h d and c in any order,& F h & F d F c,visit,"['h', 'd', 'c']"
in any order you like go to a b and c,& F a & F b F c,visit,"['a', 'b', 'c']"
in any order you like go to a b and d,& F a & F b F d,visit,"['a', 'b', 'd']"
in any order you like go to a b and h,& F a & F b F h,visit,"['a', 'b', 'h']"
in any order you like go to a c and b,& F a & F c F b,visit,"['a', 'c', 'b']"
in any order you like go to a c and d,& F a & F c F d,visit,"['a', 'c', 'd']"
in any order you like go to a c and h,& F a & F c F h,visit,"['a', 'c', 'h']"
in any order you like go to a d and b,& F a & F d F b,visit,"['a', 'd', 'b']"
in any order you like go to a d and c,& F a & F d F c,visit,"['a', 'd', 'c']"
in any order you like go to a d and h,& F a & F d F h,visit,"['a', 'd', 'h']"
in any order you like go to a h and b,& F a & F h F b,visit,"['a', 'h', 'b']"
in any order you like go to a h and c,& F a & F h F c,visit,"['a', 'h', 'c']"
in any order you like go to a h and d,& F a & F h F d,visit,"['a', 'h', 'd']"
in any order you like go to b a and c,& F b & F a F c,visit,"['b', 'a', 'c']"
in any order you like go to b a and d,& F b & F a F d,visit,"['b', 'a', 'd']"
in any order you like go to b a and h,& F b & F a F h,visit,"['b', 'a', 'h']"
in any order you like go to b c and a,& F b & F c F a,visit,"['b', 'c', 'a']"
in any order you like go to b c and d,& F b & F c F d,visit,"['b', 'c', 'd']"
in any order you like go to b c and h,& F b & F c F h,visit,"['b', 'c', 'h']"
in any order you like go to b d and a,& F b & F d F a,visit,"['b', 'd', 'a']"
in any order you like go to b d and c,& F b & F d F c,visit,"['b', 'd', 'c']"
in any order you like go to b d and h,& F b & F d F h,visit,"['b', 'd', 'h']"
in any order you like go to b h and a,& F b & F h F a,visit,"['b', 'h', 'a']"
in any order you like go to b h and c,& F b & F h F c,visit,"['b', 'h', 'c']"
in any order you like go to b h and d,& F b & F h F d,visit,"['b', 'h', 'd']"
in any order you like go to c a and b,& F c & F a F b,visit,"['c', 'a', 'b']"
in any order you like go to c a and d,& F c & F a F d,visit,"['c', 'a', 'd']"
in any order you like go to c a and h,& F c & F a F h,visit,"['c', 'a', 'h']"
in any order you like go to c b and a,& F c & F b F a,visit,"['c', 'b', 'a']"
